account_id,user_id,member_number,composite_score,fraud_types,alert_count,evidence_summary,tier
,6eb05bf7-191b-4727-9d00-87394ebc5139,,40,multi_identity,1,"Email base 'test123' linked to 10 accounts with 2 different names: [DELETE ME, FAKE EMPLOYEE], usernames: [] | Multiple domains: [jackhenry.com, gmail.com, jhacorp.com] | 10 accounts created within 12 months",MEDIUM
,7eb41113-893e-422e-be3f-abb6fbd11580,,40,multi_identity,1,"Email base 'mbannister' linked to 11 accounts with 6 different names: [GREGORY HOUSE, LULA ROE, LULA LOCAL, MEG BANNISTER, ANNA MARIE], usernames: [ghouse, A3ZXNHPWONQ6, iloveroe, , lularoe] | Multiple domains: [symitar.com, jackhenry.com, gmal.com] | 6 accounts created within 12 months",MEDIUM
,808ce8ec-af17-4186-9fa9-a91d1ad1308f,,40,multi_identity,1,"Email base 'afitzgerald' linked to 14 accounts with 8 different names: [JACK POT, PAIGE TURNER, APRIL SLATTERY, JUSTIN CASE, AMY FITZGERALD], usernames: [jackpot, pturner, SYMSALES, justincase, cardsdemo] | Multiple domains: [symitar.com, jackhenry.com] | 3 accounts created within 12 months",MEDIUM
8d857485-f86b-4a9d-877a-b012793c676f,045fcb6e-84d0-401c-a590-2030e406c32f,,40,structuring,1,"Exact $7,980 transactions: 351 times, $2,800,980 total, 2024-04-16 to 2025-12-18",MEDIUM
9fa176e2-b09a-4496-90ab-ec67f7c9196d,98cbcbde-81c3-4039-a74e-3845fd74b82e,,40,structuring,1,"Daily sub-$10k structuring: 11 days with daily total > $10k (no single txn > $10k), $139,060 total",MEDIUM
bd4f341d-bc9d-41d1-a5ab-44c142487812,c6c5b4ad-9215-48ab-aa50-acc204ca6143,,40,structuring,1,"Exact $7,980 transactions: 260 times, $2,074,800 total, 2024-04-16 to 2025-09-02",MEDIUM
8c764228-1cbf-43b3-90aa-a381f91ab8c2,da843428-f3b9-4fc5-9627-0916d0478cce,,40,structuring,1,"Daily sub-$10k structuring: 5 days with daily total > $10k (no single txn > $10k), $91,674 total",MEDIUM
56a0e720-876d-11e7-938c-02422f6950f7,56132610-876d-11e7-938c-02422f6950f7,,40,structuring,1,"Daily sub-$10k structuring: 10 days with daily total > $10k (no single txn > $10k), $124,503 total",MEDIUM
,ilovemlms,,40,account_takeover,1,"Brute force: 25/31 failed attempts (81% failure rate), 5 distinct IPs | Rapid burst: 5+ failures in 5 min",MEDIUM
,01a19591-5c2a-44b3-a58c-e46189fc6cc9,,40,multi_identity,1,"Email base 'sarruda' linked to 13 accounts with 8 different names: [JOHN DONUT, SUSAN LUCCI, PETE MITCHELL, MARILLA CUTHBERT, SHERRIE MCCARVER], usernames: [jdonut, slucci, maverick, pmitchell, marillac] | Multiple domains: [jackhenry.com, symitar.com] | 5 accounts created within 12 months",MEDIUM
,047761d3-a743-4aa7-a790-b00fcf5bb8cf,,40,multi_identity,1,"Email base 'afripp' linked to 7 accounts with 7 different names: [APREL FRIPP, JOHN DOE, KRISTEN BANNO, JEAN-PAUL YANNICK, BRIAN BANNO], usernames: [traveldiva25, johndoe123, banno4, jyannick, banno1] | Multiple domains: [jackhenry.com, symitar.com] | 5 accounts created within 12 months",MEDIUM
,0a8f03f0-811e-49f5-9057-0551c173f791,,40,multi_identity,1,"Email base 'clwagner' linked to 5 accounts with 3 different names: [JACK MCFARLAND, GRACE ADLER DESIGNS, LLC, GRACE ADLER], usernames: [jmcfarland, gadlerdes68, gadler68businessuser, jmackDemo, gadler68] | 3 accounts created within 12 months",MEDIUM
,0aa696cf-c58d-45e0-84f4-764208dc0cfc,,40,multi_identity,1,"Email base 'ablades' linked to 22 accounts with 20 different names: [OCTOBER EMPLOYEE, CHRIS KRINGLE, TRAINEE TESTER, TEST EMPLOYEE, EMPLOYEE SEVEN], usernames: [, employeeseven, janedoe, employeetester, novemployee] | 21 accounts created within 12 months",MEDIUM
,mjones1051,,40,account_takeover,1,"Brute force: 5/5 failed attempts (100% failure rate), 1 distinct IPs | Rapid burst: 5+ failures in 5 min",MEDIUM
e9d0e727-06a1-48f2-8c5f-3c01ec951b99,7428acb6-03fe-43c8-879d-c450638daa4d,,40,structuring,1,"Daily sub-$10k structuring: 6 days with daily total > $10k (no single txn > $10k), $86,232 total",MEDIUM
,2d1f1ffe-e3be-4a87-8726-7b7a8e6023ea,,40,multi_identity,1,"Email base 'mberczik' linked to 8 accounts with 7 different names: [JACK HENRY, CHRIST KRINGLE, CHRIS KRINGLE, MARCH EMPLOYEE, FEBRUARY EMPLOYEE], usernames: [, traintest] | 8 accounts created within 12 months",MEDIUM
,ktravis@jackhenry.com,,40,account_takeover,1,"Brute force: 8/8 failed attempts (100% failure rate), 2 distinct IPs | Rapid burst: 5+ failures in 5 min",MEDIUM
,3cb52178-f6cf-437a-afe1-e17b5d37f269,,40,multi_identity,1,"Email base 'ccaufield' linked to 11 accounts with 9 different names: [DENNIS DAY, CHASE BANNO, TEST TESTY, DORRY FISH, CHRIS CAUFIELD], usernames: [DDtest1, oneforall, , cwcbiz, voyager] | 4 accounts created within 12 months",MEDIUM
db903a36-c7f8-11e9-88b3-024201581eec,c87c31b0-c7f8-11e9-8330-0242c87f2824,,40,structuring,1,"Exact $7,980 transactions: 315 times, $2,513,700 total, 2024-04-16 to 2025-11-20",MEDIUM
,fdbfe2c9-7009-4969-9ba0-7d5bf38e3308,,40,multi_identity,1,"Email base 'kberends' linked to 7 accounts with 6 different names: [SOOKIE ST. JAMES, DRAGONFLY INN, LORELAI GILMORE, LUKE DANES, JOHN DOUGH], usernames: [, dragonflyinn, gilmorel, ldanes, jdough] | Multiple domains: [jackhenry.com, symitar.com] | 3 accounts created within 12 months",MEDIUM
,eb7d367e-4ca4-49a4-92cf-5f3f574db3e0,,40,multi_identity,1,"Email base 'mposkey' linked to 6 accounts with 3 different names: [FAQUE PURSON, MARC POSKEY, JAMES EVANS], usernames: [, fake, fakejake, justinaccounting, bannowanda1] | 5 accounts created within 12 months",MEDIUM
,e013b3ab-d65d-4261-8511-e3a92e0b44ba,,40,multi_identity,1,"Email base 'dhines' linked to 7 accounts with 4 different names: [PAXTON HARRIS, BOB STONE, BANNO TEST, DUSTIN BUSINESS], usernames: [dhines75, dhines, bstone74, bannotester, dhinesbiz] | Multiple domains: [symitar.com, jackhenry.com] | 3 accounts created within 12 months",MEDIUM
5262d9e5-a360-40ac-9ff6-4aaf077a1b79,57a6a4f0-890c-4bc7-b94f-7a8f271f095c,,40,structuring,1,"Daily sub-$10k structuring: 83 days with daily total > $10k (no single txn > $10k), $1,162,504 total",MEDIUM
4d847cfd-0f65-4cb6-b1e0-1d6de95ca42e,93986c5d-73eb-4431-b2bd-d42b5d242025,,40,structuring,1,"Exact $7,980 transactions: 291 times, $2,322,180 total, 2024-04-16 to 2025-12-23",MEDIUM
bf781223-7285-4e46-bab5-0136bb8247db,5e401608-aae0-4532-beb5-c411ea98a1bc,,35,structuring,2,"Repeating amount $6,000: 3 times in 7-day window, $18,000 total | Daily sub-$10k structuring: 2 days with daily total > $10k (no single txn > $10k), $42,777 total",MEDIUM
02e6afff-c05d-4a1f-881a-f56a9b633225,a6f4cd45-4fbd-4aa2-901f-402dcfb69844,,35,structuring,2,"Repeating amount $3,360: 3 times in 7-day window, $10,080 total | Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $10,080 total",MEDIUM
f4334796-c00f-47ac-bc09-d23f9f38a0f0,155d8079-22c3-4c49-8c0e-62b71955ebbd,,35,structuring,2,"Repeating amount $3,360: 3 times in 7-day window, $10,080 total | Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $10,080 total",MEDIUM
d99699b2-01dd-403a-aff3-3cc96fe8a0da,c5eab3d9-7101-4abf-be09-717f2b45877c,,35,structuring,2,"Repeating amount $6,000: 3 times in 7-day window, $18,000 total | Daily sub-$10k structuring: 3 days with daily total > $10k (no single txn > $10k), $60,343 total",MEDIUM
1f9058a7-2548-49df-adbe-f07aa63e6175,511877b8-c278-4592-b866-e14f07694e61,,35,structuring,2,"Repeating amount $4,604: 3 times in 7-day window, $13,813 total | Daily sub-$10k structuring: 2 days with daily total > $10k (no single txn > $10k), $36,834 total",MEDIUM
277f0d02-5e56-4065-b105-44d46373572f,80536ab3-7c3e-4d61-aecd-4f0aa29b3083,,35,structuring,2,"Repeating amount $9,500: 3 times in 7-day window, $28,500 total | Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $28,500 total",MEDIUM
88ce67b2-5a9f-4335-8586-2e5dd64cce30,786837b7-a753-4305-b2f0-f3151cddc5bd,,35,structuring,2,"Repeating amount $6,000: 3 times in 7-day window, $18,000 total | Daily sub-$10k structuring: 3 days with daily total > $10k (no single txn > $10k), $60,343 total",MEDIUM
e8ec9028-5145-4236-9fbc-452f9deea8e6,6752334c-96b6-4f54-bf74-a054fd7f50dc,,35,structuring,2,"Repeating amount $5,000: 3 times in 7-day window, $15,000 total | Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $15,369 total",MEDIUM
316bece8-6739-49c8-9a4d-3795240f9bcd,dfb58c6b-64ea-463c-8f8c-2f70e6b29e3a,,35,structuring,2,"Repeating amount $6,000: 3 times in 7-day window, $18,000 total | Daily sub-$10k structuring: 3 days with daily total > $10k (no single txn > $10k), $60,343 total",MEDIUM
,30e0e396-cf55-4a04-b1f8-c1f8f5129217,,25,multi_identity,1,"Email base 'zhamman' linked to 4 accounts with 4 different names: [RICKY BOBBY, ADAM WEST, MARY SAMPLE, LOUISA SAMPLE], usernames: [Ra2atest, Aa2atest, ma2atest, La2atest] | 4 accounts created within 12 months",MEDIUM
,49a48590-a9f5-11e7-ba31-02422f6950f7,,25,multi_identity,1,"Email base 'hupham' linked to 4 accounts with 4 different names: [TOM SNOOZE, HELLO WORLD, BEETHOVEN GOODBOY, JAMARCUS WATSICA], usernames: [TKSNOOZE, beethboy, goodboy1234, BEETHDOG1] | Multiple domains: [symitar.com, jackhenry.com]",MEDIUM
,37ee58bd-63d4-4101-b15d-1c571e247723,,25,multi_identity,1,Rapid account creation: 4 accounts with email base 'dsams' created within 12 months,MEDIUM
,18eb794d-02d9-4f74-b0d4-13a541a16c49,,25,multi_identity,1,"Email base 'prenner' uses multiple domains: [testest, jackhenry.com] across 2 accounts",MEDIUM
,772a648b-5338-470e-9c91-091a9bfb0b07,,25,multi_identity,1,Rapid account creation: 3 accounts with email base 'spewilliams' created within 12 months,MEDIUM
,Bannodemo.,,25,account_takeover,1,"100% failure rate: 3 attempts, all failed, 1 distinct IPs",MEDIUM
,Asoprano,,25,account_takeover,1,"IP velocity: 19 distinct IPs, 161 total attempts, 1% failure rate",MEDIUM
,769100006826,,25,account_takeover,1,"100% failure rate: 3 attempts, all failed, 1 distinct IPs",MEDIUM
fe6fd10c-a068-413d-a0a1-d949bd8ab871,56f67110-ce01-11e7-a9b4-02422f6950f7,,25,structuring,1,"Daily sub-$10k structuring: 2 days with daily total > $10k (no single txn > $10k), $22,490 total",MEDIUM
,6e748cfd-df6e-4de7-9fb5-48457a84c43c,,25,multi_identity,1,"Email base 'baseball' uses multiple domains: [baseball4life.com, jackhenry.com] across 8 accounts | 8 accounts created within 12 months",MEDIUM
,59b2e77e-5378-4802-bfec-3025d701224e,,25,multi_identity,1,"Email base 'pkrenner' uses multiple domains: [jackhenry.com, jhacorp.com] across 2 accounts",MEDIUM
000822d9-bd52-425a-b80f-7781ae5a848e,e6747628-5153-4f70-8267-d86c1c9437eb,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $10,735 total",MEDIUM
,CHUCK1234,,25,account_takeover,1,"IP velocity: 8 distinct IPs, 25 total attempts, 0% failure rate",MEDIUM
,nttest,,25,account_takeover,1,"IP velocity: 5 distinct IPs, 6 total attempts, 0% failure rate",MEDIUM
,hdunne,,25,account_takeover,1,"IP velocity: 6 distinct IPs, 11 total attempts, 0% failure rate",MEDIUM
,jessica,,25,account_takeover,1,"Brute force: 6/6 failed attempts (100% failure rate), 6 distinct IPs",MEDIUM
,leslie401,,25,account_takeover,1,"IP velocity: 6 distinct IPs, 43 total attempts, 21% failure rate",MEDIUM
,lgilmore,,25,account_takeover,1,"IP velocity: 10 distinct IPs, 26 total attempts, 8% failure rate",MEDIUM
,littlejane,,25,account_takeover,1,"IP velocity: 6 distinct IPs, 24 total attempts, 8% failure rate",MEDIUM
,maverick,,25,account_takeover,1,"IP velocity: 12 distinct IPs, 35 total attempts, 3% failure rate",MEDIUM
,mberczik@jackhenry.com,,25,account_takeover,1,"Brute force: 6/6 failed attempts (100% failure rate), 1 distinct IPs",MEDIUM
,medlinlee,,25,account_takeover,1,"IP velocity: 13 distinct IPs, 40 total attempts, 25% failure rate",MEDIUM
,oneforall,,25,account_takeover,1,"IP velocity: 18 distinct IPs, 28 total attempts, 0% failure rate",MEDIUM
,FINBOA,,25,account_takeover,1,"IP velocity: 5 distinct IPs, 61 total attempts, 0% failure rate",MEDIUM
,otisw55,,25,account_takeover,1,"IP velocity: 5 distinct IPs, 10 total attempts, 30% failure rate",MEDIUM
,prenner,,25,account_takeover,1,"IP velocity: 5 distinct IPs, 54 total attempts, 6% failure rate",MEDIUM
,sample2020,,25,account_takeover,1,"IP velocity: 6 distinct IPs, 17 total attempts, 0% failure rate",MEDIUM
,stewbob@gmail,,25,account_takeover,1,"100% failure rate: 3 attempts, all failed, 1 distinct IPs",MEDIUM
,stewbob@gmail.com,,25,account_takeover,1,"100% failure rate: 3 attempts, all failed, 1 distinct IPs",MEDIUM
,unclefrank,,25,account_takeover,1,"100% failure rate: 3 attempts, all failed, 1 distinct IPs",MEDIUM
,wandaa1,,25,account_takeover,1,"IP velocity: 25 distinct IPs, 156 total attempts, 6% failure rate",MEDIUM
,wesbowen,,25,account_takeover,1,"100% failure rate: 3 attempts, all failed, 2 distinct IPs",MEDIUM
,gadler68,,25,account_takeover,1,"IP velocity: 11 distinct IPs, 31 total attempts, 0% failure rate",MEDIUM
,dhines,,25,account_takeover,1,"IP velocity: 14 distinct IPs, 52 total attempts, 8% failure rate",MEDIUM
,db8e561b-5ff8-4339-a652-23cfdb4c122d,,25,multi_identity,1,"Email base 'test' linked to 3 accounts with 3 different names: [BOBBY BASEBELL, TEST SCOOT, RACHEL GREEN], usernames: [, rgreen] | Multiple domains: [aol.com, jackhenry.com]",MEDIUM
,d4bfd302-fa2b-4428-a213-be0da61c93f5,,25,multi_identity,1,"Email base 'cgribaudo' linked to 4 accounts with 3 different names: [BOBBY BASEBALL, CYNTHIA GRIBAUDO, DELETE DELETE], usernames: [, whatsontest] | 4 accounts created within 12 months",MEDIUM
,SadieLong,,25,account_takeover,1,"IP velocity: 5 distinct IPs, 18 total attempts, 22% failure rate",MEDIUM
,Sadielong,,25,account_takeover,1,"IP velocity: 7 distinct IPs, 13 total attempts, 0% failure rate",MEDIUM
,TONYSTARK,,25,account_takeover,1,"IP velocity: 5 distinct IPs, 12 total attempts, 0% failure rate",MEDIUM
,Wandaa1,,25,account_takeover,1,"IP velocity: 9 distinct IPs, 103 total attempts, 4% failure rate",MEDIUM
fa064294-a52f-4844-bdde-d50d76649d5f,786837b7-a753-4305-b2f0-f3151cddc5bd,,25,structuring,1,"Repeating amount $5,000: 8 times in 7-day window, $40,000 total",MEDIUM
,afe0b510-00c5-47f1-8cd8-c1817615f205,,25,multi_identity,1,"Email base 'tterlaje' uses multiple domains: [jackhenry.com, symitar.com] across 2 accounts",MEDIUM
,allforone,,25,account_takeover,1,"100% failure rate: 3 attempts, all failed, 1 distinct IPs",MEDIUM
,amelia,,25,account_takeover,1,"IP velocity: 5 distinct IPs, 11 total attempts, 0% failure rate",MEDIUM
,baker221,,25,account_takeover,1,"IP velocity: 12 distinct IPs, 35 total attempts, 0% failure rate",MEDIUM
,banno02,,25,account_takeover,1,"100% failure rate: 4 attempts, all failed, 2 distinct IPs",MEDIUM
,banno1,,25,account_takeover,1,"IP velocity: 10 distinct IPs, 49 total attempts, 4% failure rate",MEDIUM
,bannodemo,,25,account_takeover,1,"IP velocity: 16 distinct IPs, 71 total attempts, 4% failure rate",MEDIUM
,bba92163-c13a-43f4-b727-1aa5a40f2d0e,,25,multi_identity,1,"Email base 'rbrunner' linked to 3 accounts with 3 different names: [KELLY SNOOZE, BOBBY BEES, TOM SNOOZE], usernames: [ksdemo, rbrunner123, tsnooze] | 3 accounts created within 12 months",MEDIUM
,bweyers08,,25,account_takeover,1,"IP velocity: 14 distinct IPs, 54 total attempts, 2% failure rate",MEDIUM
,c9c32931-ccbd-4205-ba98-e809dc79f3e5,,25,multi_identity,1,"Email base 'dmccluskey' linked to 3 accounts with 3 different names: [EMPLOYEE THREE, EMPLOYEE ONE, EMPLOYEE TWO], usernames: [, employeeone, employeetwo] | 3 accounts created within 12 months",MEDIUM
,ccarlo,,25,account_takeover,1,"100% failure rate: 4 attempts, all failed, 2 distinct IPs",MEDIUM
,d2a2c6fd-74b6-42ce-8223-20bafc2494b9,,25,multi_identity,1,"Email base 'danjohnson' uses multiple domains: [jackhenry.com, symitar.com] across 2 accounts",MEDIUM
fc34bf6e-0cea-4fa7-868c-b782c62eb772,a3c56d82-5dd5-44ae-9c87-632a956dfb6e,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $13,300 total",MEDIUM
de1d65d7-7ea3-4056-9178-bed1bdf04364,415a2d40-a9f5-11e7-ba31-02422f6950f7,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $12,083 total",MEDIUM
